filename,split,task_type,target_id,scene_seed,collection_seed,recovery_type,perturbation_step,perturbation_delta_m,retry_count,v3_recovery_version
ep_00547.npz,train,push,B,836889751,20261201,target_displacement,31,0.03999999910593033,0,v3.recovery.1
ep_00548.npz,train,push,B,1307866430,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00549.npz,train,push,C,1912555937,20261201,target_displacement,39,0.05000000074505806,0,v3.recovery.1
ep_00550.npz,train,push,C,2143100170,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00551.npz,train,push,B,1804764184,20261201,target_displacement,33,0.05000000074505806,0,v3.recovery.1
ep_00552.npz,train,push,B,1585970558,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00553.npz,train,push,C,1054044124,20261201,target_displacement,24,0.019999999552965164,0,v3.recovery.1
ep_00554.npz,train,push,C,1299372619,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00555.npz,train,push,C,1393743288,20261201,target_displacement,21,0.029999999329447746,0,v3.recovery.1
ep_00556.npz,train,push,B,2145406225,20261201,target_displacement,34,0.019999999552965164,0,v3.recovery.1
ep_00557.npz,val,push,C,439373095,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00558.npz,train,push,B,1224496415,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00559.npz,test,push,B,38653501,20261201,target_displacement,32,0.029999999329447746,0,v3.recovery.1
ep_00560.npz,train,push,B,1709477043,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00561.npz,train,push,B,1399099027,20261201,target_displacement,33,0.03999999910593033,0,v3.recovery.1
ep_00562.npz,train,push,C,36895883,20261201,target_displacement,53,0.03999999910593033,0,v3.recovery.1
ep_00563.npz,train,push,C,1558855817,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00564.npz,train,push,C,782052111,20261201,target_displacement,48,0.05000000074505806,0,v3.recovery.1
ep_00565.npz,train,push,B,1027543410,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00566.npz,train,push,B,528583714,20261201,target_displacement,31,0.05000000074505806,0,v3.recovery.1
ep_00567.npz,train,push,C,1481701724,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00568.npz,train,push,B,1312310131,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00569.npz,train,push,B,1111762925,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00570.npz,train,push,B,1485221275,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00571.npz,train,push,B,1083392,20261201,target_displacement,30,0.030000001192092896,0,v3.recovery.1
ep_00572.npz,val,push,B,21301761,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00573.npz,train,push,C,1308316130,20261201,target_displacement,31,0.019999999552965164,0,v3.recovery.1
ep_00574.npz,train,push,C,62576067,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00575.npz,test,push,C,1543814298,20261201,target_displacement,35,0.029999999329447746,0,v3.recovery.1
ep_00576.npz,train,push,C,2058817921,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00577.npz,train,push,C,1072298356,20261201,target_displacement,21,0.04000000283122063,0,v3.recovery.1
ep_00578.npz,train,push,C,77855808,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00579.npz,test,push,C,1904350157,20261201,target_displacement,23,0.05000000074505806,0,v3.recovery.1
ep_00580.npz,train,push,C,890313389,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00581.npz,val,push,C,401838086,20261201,target_displacement,20,0.019999999552965164,0,v3.recovery.1
ep_00582.npz,train,push,C,1935216221,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00583.npz,train,push,C,889917020,20261201,target_displacement,31,0.029999999329447746,0,v3.recovery.1
ep_00584.npz,train,push,C,719080034,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00585.npz,train,push,C,2108862277,20261201,target_displacement,22,0.03999999910593033,0,v3.recovery.1
ep_00586.npz,val,push,C,894420958,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00587.npz,train,push,C,899404931,20261201,target_displacement,22,0.05000000074505806,0,v3.recovery.1
ep_00588.npz,train,push,C,305613812,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00589.npz,train,push,C,1780179933,20261201,target_displacement,22,0.020000001415610313,0,v3.recovery.1
ep_00590.npz,train,push,C,1104579966,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00591.npz,train,push,C,1671197680,20261201,target_displacement,27,0.029999999329447746,0,v3.recovery.1
ep_00592.npz,train,push,C,1315539190,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00593.npz,train,push,C,1271315990,20261201,target_displacement,29,0.03999999910593033,0,v3.recovery.1
ep_00594.npz,train,push,C,1453875119,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00595.npz,test,push,C,1803590900,20261201,target_displacement,40,0.05000000074505806,0,v3.recovery.1
ep_00596.npz,train,push,C,1797826615,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00597.npz,train,push,C,1701134323,20261201,target_displacement,23,0.019999999552965164,0,v3.recovery.1
ep_00598.npz,train,push,C,1251954168,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00599.npz,train,push,C,471106753,20261201,target_displacement,40,0.030000001192092896,0,v3.recovery.1
ep_00600.npz,train,push,C,1777633236,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
