filename,dataset_version,split,task_type,target_id,instruction,scene_seed,collection_seed,success_step,wrong_object_contact
ep_00622.npz,v2.clean,train,pick,C,Pick up the green cylinder,1586326606,20260817,76,0
ep_00623.npz,v2.clean,train,pick,A,Pick up the red cube,47847189,20260817,86,0
ep_00624.npz,v2.clean,train,pick,C,Pick up the green cylinder,605530425,20260817,79,0
ep_00625.npz,v2.clean,train,pick,C,Pick up the green cylinder,595443162,20260817,71,0
ep_00626.npz,v2.clean,train,pick,A,Pick up the red cube,1939957883,20260817,87,0
ep_00627.npz,v2.clean,train,push,A,Push the red cube away from the robot,2002739479,20260817,83,0
ep_00628.npz,v2.clean,train,push,A,Push the red cube away from the robot,412534813,20260817,76,0
ep_00629.npz,v2.clean,test,push,A,Push the red cube away from the robot,146396991,20260817,82,0
ep_00630.npz,v2.clean,train,pick,C,Pick up the green cylinder,1284207353,20260817,68,0
ep_00631.npz,v2.clean,train,pick,C,Pick up the green cylinder,1067112221,20260817,84,0
ep_00632.npz,v2.clean,train,pick,C,Pick up the green cylinder,2147284541,20260817,70,0
ep_00633.npz,v2.clean,val,push,A,Push the red cube away from the robot,1404612034,20260817,82,0
ep_00634.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,1744332756,20260817,74,0
ep_00635.npz,v2.clean,train,pick,A,Pick up the red cube,420376718,20260817,82,0
ep_00636.npz,v2.clean,train,pick,C,Pick up the green cylinder,1079006553,20260817,75,0
ep_00637.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,748351317,20260817,92,0
ep_00638.npz,v2.clean,train,pick,C,Pick up the green cylinder,1219157244,20260817,84,0
ep_00639.npz,v2.clean,train,pick,B,Pick up the blue ball,1851961212,20260817,69,0
ep_00640.npz,v2.clean,train,pick,B,Pick up the blue ball,825711534,20260817,86,0
ep_00641.npz,v2.clean,train,pick,C,Pick up the green cylinder,1106454710,20260817,69,0
ep_00642.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,1681556809,20260817,73,0
ep_00643.npz,v2.clean,train,pick,A,Pick up the red cube,1981587827,20260817,76,0
ep_00644.npz,v2.clean,val,pick,C,Pick up the green cylinder,1366261520,20260817,81,0
ep_00645.npz,v2.clean,train,pick,C,Pick up the green cylinder,1295777657,20260817,85,0
ep_00646.npz,v2.clean,test,pick,C,Pick up the green cylinder,1186939619,20260817,80,0
ep_00647.npz,v2.clean,train,pick,A,Pick up the red cube,1543948938,20260817,81,0
ep_00648.npz,v2.clean,train,pick,C,Pick up the green cylinder,868957231,20260817,77,0
ep_00649.npz,v2.clean,train,pick,A,Pick up the red cube,189700239,20260817,71,0
ep_00650.npz,v2.clean,test,pick,C,Pick up the green cylinder,509130190,20260817,80,0
ep_00651.npz,v2.clean,train,pick,A,Pick up the red cube,1007464280,20260817,82,0
ep_00652.npz,v2.clean,train,pick,A,Pick up the red cube,1280995279,20260817,87,0
ep_00653.npz,v2.clean,train,pick,C,Pick up the green cylinder,1966719264,20260817,84,0
ep_00654.npz,v2.clean,train,push,A,Push the red cube away from the robot,1834095452,20260817,82,0
ep_00655.npz,v2.clean,train,pick,B,Pick up the blue ball,1015262064,20260817,70,0
ep_00656.npz,v2.clean,train,pick,B,Pick up the blue ball,1055277161,20260817,73,0
ep_00657.npz,v2.clean,train,pick,A,Pick up the red cube,817868455,20260817,88,0
ep_00658.npz,v2.clean,test,pick,B,Pick up the blue ball,2011323762,20260817,71,0
ep_00659.npz,v2.clean,test,pick,B,Pick up the blue ball,2010666456,20260817,77,0
ep_00660.npz,v2.clean,train,pick,A,Pick up the red cube,1366373596,20260817,81,0
ep_00661.npz,v2.clean,train,pick,A,Pick up the red cube,967268675,20260817,82,0
ep_00662.npz,v2.clean,train,pick,B,Pick up the blue ball,1913019818,20260817,82,0
ep_00663.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1038718210,20260817,152,0
ep_00664.npz,v2.clean,train,push,A,Push the red cube away from the robot,1381234998,20260817,74,0
ep_00665.npz,v2.clean,train,pick,B,Pick up the blue ball,354152094,20260817,87,0
ep_00666.npz,v2.clean,train,pick,B,Pick up the blue ball,534185787,20260817,84,0
ep_00667.npz,v2.clean,train,pick,A,Pick up the red cube,484554824,20260817,82,0
ep_00668.npz,v2.clean,val,pick,C,Pick up the green cylinder,295677463,20260817,82,0
ep_00669.npz,v2.clean,train,pick,B,Pick up the blue ball,311196928,20260817,82,0
ep_00670.npz,v2.clean,train,pick,A,Pick up the red cube,821788882,20260817,79,0
ep_00671.npz,v2.clean,train,pick,A,Pick up the red cube,750461453,20260817,85,0
ep_00672.npz,v2.clean,val,push,A,Push the red cube away from the robot,1117239343,20260817,76,0
ep_00673.npz,v2.clean,train,pick,B,Pick up the blue ball,1167288376,20260817,74,0
ep_00674.npz,v2.clean,train,pick,C,Pick up the green cylinder,845280527,20260817,85,0
ep_00675.npz,v2.clean,train,pick,C,Pick up the green cylinder,1794878664,20260817,85,0
ep_00676.npz,v2.clean,train,pick,B,Pick up the blue ball,810723638,20260817,69,0
ep_00677.npz,v2.clean,train,push,A,Push the red cube away from the robot,1279609236,20260817,79,0
ep_00678.npz,v2.clean,train,pick,A,Pick up the red cube,1270100729,20260817,87,0
ep_00679.npz,v2.clean,test,pick,C,Pick up the green cylinder,2087028970,20260817,83,0
ep_00680.npz,v2.clean,test,pick,B,Pick up the blue ball,1950976986,20260817,75,0
ep_00681.npz,v2.clean,train,pick,C,Pick up the green cylinder,307535654,20260817,73,0
ep_00682.npz,v2.clean,val,pick,B,Pick up the blue ball,1855750327,20260817,77,0
ep_00683.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1218680060,20260817,71,0
ep_00684.npz,v2.clean,train,pick,B,Pick up the blue ball,1466317772,20260817,79,0
ep_00685.npz,v2.clean,val,push,A,Push the red cube away from the robot,529550620,20260817,83,0
ep_00686.npz,v2.clean,train,pick,B,Pick up the blue ball,809962663,20260817,83,0
ep_00687.npz,v2.clean,val,pick,A,Pick up the red cube,425607844,20260817,83,0
ep_00688.npz,v2.clean,train,pick,B,Pick up the blue ball,648305368,20260817,74,0
ep_00689.npz,v2.clean,train,pick,A,Pick up the red cube,534013485,20260817,85,0
ep_00690.npz,v2.clean,val,pick,B,Pick up the blue ball,1209859859,20260817,85,0
ep_00691.npz,v2.clean,train,pick,C,Pick up the green cylinder,1717488279,20260817,71,0
ep_00692.npz,v2.clean,train,pick,C,Pick up the green cylinder,257154864,20260817,82,0
ep_00693.npz,v2.clean,train,pick,C,Pick up the green cylinder,1265936041,20260817,85,0
ep_00694.npz,v2.clean,val,pick,B,Pick up the blue ball,59323099,20260817,86,0
ep_00695.npz,v2.clean,train,push,A,Push the red cube away from the robot,785184800,20260817,82,0
ep_00696.npz,v2.clean,test,push,B,Push the blue ball away from the robot,2143184578,20260817,78,0
ep_00697.npz,v2.clean,train,pick,B,Pick up the blue ball,1579452805,20260817,83,0
ep_00698.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,457490182,20260817,83,0
ep_00699.npz,v2.clean,train,pick,B,Pick up the blue ball,1063165242,20260817,86,0
ep_00700.npz,v2.clean,train,push,A,Push the red cube away from the robot,2099238302,20260817,95,0
ep_00701.npz,v2.clean,train,pick,B,Pick up the blue ball,1663625208,20260817,79,0
ep_00702.npz,v2.clean,train,pick,B,Pick up the blue ball,636243063,20260817,77,0
ep_00703.npz,v2.clean,test,pick,B,Pick up the blue ball,1723209849,20260817,84,0
ep_00704.npz,v2.clean,train,pick,B,Pick up the blue ball,1556774149,20260817,83,0
ep_00705.npz,v2.clean,train,pick,B,Pick up the blue ball,430040060,20260817,81,0
ep_00706.npz,v2.clean,train,pick,B,Pick up the blue ball,2012646697,20260817,77,0
ep_00707.npz,v2.clean,train,pick,B,Pick up the blue ball,1341517773,20260817,85,0
ep_00708.npz,v2.clean,val,pick,B,Pick up the blue ball,1615683052,20260817,77,0
ep_00709.npz,v2.clean,test,push,A,Push the red cube away from the robot,1294180365,20260817,80,0
ep_00710.npz,v2.clean,train,push,A,Push the red cube away from the robot,698761455,20260817,84,0
ep_00711.npz,v2.clean,test,pick,B,Pick up the blue ball,767117394,20260817,81,0
ep_00712.npz,v2.clean,train,pick,B,Pick up the blue ball,1121314226,20260817,78,0
ep_00713.npz,v2.clean,val,push,B,Push the blue ball away from the robot,1691665243,20260817,74,0
ep_00714.npz,v2.clean,train,pick,B,Pick up the blue ball,1490337194,20260817,77,0
ep_00715.npz,v2.clean,train,pick,B,Pick up the blue ball,248230808,20260817,81,0
ep_00716.npz,v2.clean,train,pick,B,Pick up the blue ball,1140358453,20260817,77,0
ep_00717.npz,v2.clean,train,pick,B,Pick up the blue ball,2090088345,20260817,83,0
ep_00718.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,964434162,20260817,71,0
ep_00719.npz,v2.clean,train,pick,B,Pick up the blue ball,831007517,20260817,76,0
ep_00720.npz,v2.clean,train,pick,B,Pick up the blue ball,695492440,20260817,79,0
ep_00721.npz,v2.clean,train,pick,B,Pick up the blue ball,293006780,20260817,87,0
ep_00722.npz,v2.clean,val,pick,B,Pick up the blue ball,622468352,20260817,84,0
ep_00723.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1499769336,20260817,77,0
ep_00724.npz,v2.clean,train,push,A,Push the red cube away from the robot,1653745699,20260817,75,0
ep_00725.npz,v2.clean,train,push,A,Push the red cube away from the robot,2104981489,20260817,83,0
ep_00726.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1814435989,20260817,78,0
ep_00727.npz,v2.clean,train,push,B,Push the blue ball away from the robot,125688840,20260817,75,0
ep_00728.npz,v2.clean,test,push,A,Push the red cube away from the robot,1939629942,20260817,80,0
ep_00729.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1571680622,20260817,88,0
ep_00730.npz,v2.clean,train,push,A,Push the red cube away from the robot,1312586917,20260817,85,0
ep_00731.npz,v2.clean,train,push,A,Push the red cube away from the robot,690746508,20260817,81,0
ep_00732.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1076669933,20260817,78,0
ep_00733.npz,v2.clean,train,push,A,Push the red cube away from the robot,480316707,20260817,80,0
ep_00734.npz,v2.clean,train,push,A,Push the red cube away from the robot,295263967,20260817,102,0
ep_00735.npz,v2.clean,test,push,A,Push the red cube away from the robot,1953870718,20260817,79,0
ep_00736.npz,v2.clean,train,push,A,Push the red cube away from the robot,20382770,20260817,75,0
ep_00737.npz,v2.clean,test,push,A,Push the red cube away from the robot,1379342154,20260817,85,0
ep_00738.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1243944106,20260817,179,0
ep_00739.npz,v2.clean,train,push,A,Push the red cube away from the robot,1912971379,20260817,81,0
ep_00740.npz,v2.clean,val,push,A,Push the red cube away from the robot,1746876669,20260817,98,0
ep_00741.npz,v2.clean,train,push,A,Push the red cube away from the robot,1312979882,20260817,82,0
ep_00742.npz,v2.clean,train,push,B,Push the blue ball away from the robot,666768484,20260817,69,0
ep_00743.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1539306395,20260817,72,0
ep_00744.npz,v2.clean,train,push,B,Push the blue ball away from the robot,869905499,20260817,66,0
ep_00745.npz,v2.clean,train,push,A,Push the red cube away from the robot,143080861,20260817,91,0
ep_00746.npz,v2.clean,train,push,A,Push the red cube away from the robot,25875105,20260817,77,0
ep_00747.npz,v2.clean,train,push,A,Push the red cube away from the robot,1624953737,20260817,73,0
ep_00748.npz,v2.clean,test,push,B,Push the blue ball away from the robot,765363127,20260817,76,0
ep_00749.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1183344786,20260817,73,0
ep_00750.npz,v2.clean,train,push,B,Push the blue ball away from the robot,737520569,20260817,71,0
ep_00751.npz,v2.clean,val,push,A,Push the red cube away from the robot,487164297,20260817,80,0
ep_00752.npz,v2.clean,test,push,C,Push the green cylinder away from the robot,1390521964,20260817,73,0
ep_00753.npz,v2.clean,train,push,B,Push the blue ball away from the robot,723216704,20260817,73,0
ep_00754.npz,v2.clean,train,push,B,Push the blue ball away from the robot,843934559,20260817,74,0
ep_00755.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1783376619,20260817,88,0
ep_00756.npz,v2.clean,test,push,C,Push the green cylinder away from the robot,1910958176,20260817,87,0
ep_00757.npz,v2.clean,train,push,A,Push the red cube away from the robot,701357587,20260817,83,0
ep_00758.npz,v2.clean,train,push,A,Push the red cube away from the robot,1087808987,20260817,80,0
ep_00759.npz,v2.clean,val,push,B,Push the blue ball away from the robot,495980609,20260817,152,0
ep_00760.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1749626513,20260817,71,0
ep_00761.npz,v2.clean,train,push,A,Push the red cube away from the robot,1013217711,20260817,76,0
ep_00762.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,730211586,20260817,82,0
ep_00763.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1121417543,20260817,68,0
ep_00764.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,796928128,20260817,71,0
ep_00765.npz,v2.clean,train,push,A,Push the red cube away from the robot,166864731,20260817,81,0
ep_00766.npz,v2.clean,train,push,A,Push the red cube away from the robot,1641423842,20260817,82,0
ep_00767.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1503043580,20260817,91,0
ep_00768.npz,v2.clean,train,push,A,Push the red cube away from the robot,456706081,20260817,76,0
ep_00769.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1342682732,20260817,172,0
ep_00770.npz,v2.clean,val,push,A,Push the red cube away from the robot,1064958867,20260817,84,0
ep_00771.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1491246376,20260817,82,0
ep_00772.npz,v2.clean,train,push,A,Push the red cube away from the robot,2120609172,20260817,80,0
ep_00773.npz,v2.clean,train,push,A,Push the red cube away from the robot,585197325,20260817,77,0
ep_00774.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,2014452829,20260817,74,0
ep_00775.npz,v2.clean,train,push,A,Push the red cube away from the robot,165571855,20260817,76,0
ep_00776.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,467199210,20260817,76,0
ep_00777.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,287458424,20260817,72,0
ep_00778.npz,v2.clean,train,push,A,Push the red cube away from the robot,709948566,20260817,91,0
ep_00779.npz,v2.clean,train,push,A,Push the red cube away from the robot,455370884,20260817,83,0
ep_00780.npz,v2.clean,train,push,A,Push the red cube away from the robot,1696669566,20260817,83,0
ep_00781.npz,v2.clean,train,push,A,Push the red cube away from the robot,452939454,20260817,86,0
ep_00782.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1316048493,20260817,170,0
ep_00783.npz,v2.clean,train,push,A,Push the red cube away from the robot,1358166169,20260817,77,0
ep_00784.npz,v2.clean,train,push,A,Push the red cube away from the robot,1878288570,20260817,76,0
ep_00785.npz,v2.clean,train,push,B,Push the blue ball away from the robot,491568974,20260817,157,0
ep_00786.npz,v2.clean,val,push,B,Push the blue ball away from the robot,1255107188,20260817,69,0
ep_00787.npz,v2.clean,train,push,B,Push the blue ball away from the robot,446076937,20260817,75,0
ep_00788.npz,v2.clean,val,push,A,Push the red cube away from the robot,1232146035,20260817,77,0
ep_00789.npz,v2.clean,train,push,A,Push the red cube away from the robot,142225667,20260817,75,0
ep_00790.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1674979891,20260817,73,0
ep_00791.npz,v2.clean,train,push,A,Push the red cube away from the robot,1833375751,20260817,75,0
ep_00792.npz,v2.clean,train,push,A,Push the red cube away from the robot,57338861,20260817,95,0
ep_00793.npz,v2.clean,train,push,B,Push the blue ball away from the robot,130195322,20260817,74,0
ep_00794.npz,v2.clean,train,push,A,Push the red cube away from the robot,1962781100,20260817,76,0
ep_00795.npz,v2.clean,train,push,A,Push the red cube away from the robot,854830916,20260817,82,0
ep_00796.npz,v2.clean,train,push,A,Push the red cube away from the robot,1833146010,20260817,80,0
ep_00797.npz,v2.clean,train,push,A,Push the red cube away from the robot,465601675,20260817,76,0
ep_00798.npz,v2.clean,train,push,B,Push the blue ball away from the robot,479478686,20260817,153,0
ep_00799.npz,v2.clean,train,push,A,Push the red cube away from the robot,1282614722,20260817,75,0
ep_00800.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,2133641070,20260817,86,0
ep_00801.npz,v2.clean,train,push,A,Push the red cube away from the robot,948988160,20260817,79,0
ep_00802.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1829203179,20260817,87,0
ep_00803.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,1863215098,20260817,74,0
ep_00804.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1295037454,20260817,73,0
ep_00805.npz,v2.clean,train,push,A,Push the red cube away from the robot,712217306,20260817,79,0
ep_00806.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,430879332,20260817,81,0
ep_00807.npz,v2.clean,train,push,B,Push the blue ball away from the robot,588542183,20260817,76,0
ep_00808.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,22559960,20260817,75,0
ep_00809.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1917289784,20260817,152,0
ep_00810.npz,v2.clean,train,push,B,Push the blue ball away from the robot,2086951642,20260817,67,0
ep_00811.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,2051869363,20260817,78,0
ep_00812.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,227083997,20260817,93,0
ep_00813.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,28126181,20260817,79,0
ep_00814.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1585449987,20260817,82,0
ep_00815.npz,v2.clean,train,push,B,Push the blue ball away from the robot,689560744,20260817,72,0
ep_00816.npz,v2.clean,train,push,A,Push the red cube away from the robot,1610073726,20260817,77,0
ep_00817.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1505568261,20260817,172,0
ep_00818.npz,v2.clean,train,push,A,Push the red cube away from the robot,1863895863,20260817,94,0
ep_00819.npz,v2.clean,train,push,B,Push the blue ball away from the robot,311987005,20260817,64,0
ep_00820.npz,v2.clean,train,push,B,Push the blue ball away from the robot,818914008,20260817,72,0
ep_00821.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,123698840,20260817,79,0
ep_00822.npz,v2.clean,train,push,A,Push the red cube away from the robot,596369596,20260817,78,0
ep_00823.npz,v2.clean,train,push,B,Push the blue ball away from the robot,730279083,20260817,178,0
ep_00824.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1674452078,20260817,81,0
ep_00825.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,719236658,20260817,72,0
ep_00826.npz,v2.clean,train,push,A,Push the red cube away from the robot,1416868032,20260817,90,0
ep_00827.npz,v2.clean,test,push,C,Push the green cylinder away from the robot,468044105,20260817,82,0
ep_00828.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1671499515,20260817,70,0
ep_00829.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1497615356,20260817,153,0
ep_00830.npz,v2.clean,test,push,B,Push the blue ball away from the robot,38116117,20260817,169,0
ep_00831.npz,v2.clean,train,push,A,Push the red cube away from the robot,1126126927,20260817,83,0
ep_00832.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,795711251,20260817,81,0
ep_00833.npz,v2.clean,train,push,B,Push the blue ball away from the robot,784847377,20260817,64,0
ep_00834.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1519377135,20260817,71,0
ep_00835.npz,v2.clean,test,push,C,Push the green cylinder away from the robot,1083107671,20260817,84,0
ep_00836.npz,v2.clean,val,push,B,Push the blue ball away from the robot,2048222065,20260817,75,0
ep_00837.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1530536283,20260817,91,0
ep_00838.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1468480252,20260817,72,0
ep_00839.npz,v2.clean,test,push,B,Push the blue ball away from the robot,1667662920,20260817,75,0
ep_00840.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,850446606,20260817,78,0
ep_00841.npz,v2.clean,train,push,B,Push the blue ball away from the robot,34791092,20260817,73,0
ep_00842.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1392611200,20260817,75,0
ep_00843.npz,v2.clean,val,push,B,Push the blue ball away from the robot,1390683387,20260817,164,0
ep_00844.npz,v2.clean,test,push,B,Push the blue ball away from the robot,1286103558,20260817,68,0
ep_00845.npz,v2.clean,train,push,A,Push the red cube away from the robot,920162299,20260817,81,0
ep_00846.npz,v2.clean,test,push,B,Push the blue ball away from the robot,1414421431,20260817,69,0
ep_00847.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1431433625,20260817,93,0
ep_00848.npz,v2.clean,train,push,A,Push the red cube away from the robot,1609408084,20260817,80,0
ep_00849.npz,v2.clean,val,push,A,Push the red cube away from the robot,136889428,20260817,82,0
ep_00850.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1623817658,20260817,62,0
ep_00851.npz,v2.clean,train,push,B,Push the blue ball away from the robot,563963929,20260817,76,0
ep_00852.npz,v2.clean,test,push,B,Push the blue ball away from the robot,1869794026,20260817,69,0
ep_00853.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1283943266,20260817,74,0
ep_00854.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,182069313,20260817,73,0
ep_00855.npz,v2.clean,val,push,A,Push the red cube away from the robot,1388151700,20260817,80,0
ep_00856.npz,v2.clean,train,push,B,Push the blue ball away from the robot,753981951,20260817,180,0
ep_00857.npz,v2.clean,train,push,B,Push the blue ball away from the robot,53199540,20260817,153,0
ep_00858.npz,v2.clean,train,push,A,Push the red cube away from the robot,1079066,20260817,81,0
ep_00859.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1631479711,20260817,80,0
ep_00860.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1629738328,20260817,65,0
ep_00861.npz,v2.clean,val,push,A,Push the red cube away from the robot,414451473,20260817,82,0
ep_00862.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1542331301,20260817,72,0
ep_00863.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,2092219628,20260817,72,0
ep_00864.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1055822760,20260817,65,0
ep_00865.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,1826616337,20260817,70,0
ep_00866.npz,v2.clean,train,push,A,Push the red cube away from the robot,1156534593,20260817,80,0
ep_00867.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,801353094,20260817,76,0
ep_00868.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1515185267,20260817,89,0
ep_00869.npz,v2.clean,train,push,A,Push the red cube away from the robot,1394223393,20260817,80,0
ep_00870.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,479696032,20260817,80,0
ep_00871.npz,v2.clean,train,push,A,Push the red cube away from the robot,1266900216,20260817,78,0
ep_00872.npz,v2.clean,train,push,A,Push the red cube away from the robot,544928312,20260817,74,0
ep_00873.npz,v2.clean,train,push,A,Push the red cube away from the robot,110607157,20260817,83,0
ep_00874.npz,v2.clean,test,push,A,Push the red cube away from the robot,163016786,20260817,90,0
ep_00875.npz,v2.clean,train,push,A,Push the red cube away from the robot,582364846,20260817,83,0
ep_00876.npz,v2.clean,test,push,C,Push the green cylinder away from the robot,1144056886,20260817,85,0
ep_00877.npz,v2.clean,train,push,A,Push the red cube away from the robot,1112697955,20260817,75,0
ep_00878.npz,v2.clean,train,push,B,Push the blue ball away from the robot,321104159,20260817,66,0
ep_00879.npz,v2.clean,test,push,B,Push the blue ball away from the robot,543410946,20260817,75,0
ep_00880.npz,v2.clean,train,push,A,Push the red cube away from the robot,1298916510,20260817,80,0
ep_00881.npz,v2.clean,train,push,A,Push the red cube away from the robot,1663572809,20260817,76,0
ep_00882.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,565985862,20260817,82,0
ep_00883.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1201973101,20260817,74,0
ep_00884.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1690920691,20260817,71,0
ep_00885.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1345647122,20260817,68,0
ep_00886.npz,v2.clean,train,push,B,Push the blue ball away from the robot,493364101,20260817,72,0
ep_00887.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1554009048,20260817,83,0
ep_00888.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1129993245,20260817,70,0
ep_00889.npz,v2.clean,train,push,A,Push the red cube away from the robot,2138230252,20260817,76,0
ep_00890.npz,v2.clean,train,push,A,Push the red cube away from the robot,1891784155,20260817,73,0
ep_00891.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1979144924,20260817,71,0
ep_00892.npz,v2.clean,train,push,A,Push the red cube away from the robot,741220687,20260817,83,0
ep_00893.npz,v2.clean,train,push,A,Push the red cube away from the robot,1570403016,20260817,75,0
ep_00894.npz,v2.clean,test,push,A,Push the red cube away from the robot,1616632995,20260817,102,0
ep_00895.npz,v2.clean,train,push,B,Push the blue ball away from the robot,50452255,20260817,74,0
ep_00896.npz,v2.clean,train,push,A,Push the red cube away from the robot,38606752,20260817,87,0
ep_00897.npz,v2.clean,train,push,A,Push the red cube away from the robot,1611663091,20260817,85,0
ep_00898.npz,v2.clean,val,push,A,Push the red cube away from the robot,516501733,20260817,93,0
ep_00899.npz,v2.clean,train,push,B,Push the blue ball away from the robot,44460356,20260817,75,0
ep_00900.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,962898417,20260817,86,0
ep_00901.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,2096865966,20260817,83,0
ep_00902.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1974601990,20260817,156,0
ep_00903.npz,v2.clean,test,push,B,Push the blue ball away from the robot,2065794497,20260817,144,0
ep_00904.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1400768933,20260817,74,0
ep_00905.npz,v2.clean,train,push,A,Push the red cube away from the robot,36432667,20260817,78,0
ep_00906.npz,v2.clean,train,push,B,Push the blue ball away from the robot,585633690,20260817,157,0
ep_00907.npz,v2.clean,train,push,A,Push the red cube away from the robot,2079788807,20260817,82,0
ep_00908.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1904649046,20260817,73,0
ep_00909.npz,v2.clean,train,push,B,Push the blue ball away from the robot,237611282,20260817,149,0
ep_00910.npz,v2.clean,test,push,B,Push the blue ball away from the robot,783585500,20260817,70,0
ep_00911.npz,v2.clean,train,push,A,Push the red cube away from the robot,2078529538,20260817,86,0
ep_00912.npz,v2.clean,train,push,A,Push the red cube away from the robot,1984959526,20260817,82,0
ep_00913.npz,v2.clean,train,push,A,Push the red cube away from the robot,1912170678,20260817,82,0
ep_00914.npz,v2.clean,train,push,A,Push the red cube away from the robot,316514978,20260817,84,0
ep_00915.npz,v2.clean,train,push,B,Push the blue ball away from the robot,2128860923,20260817,75,0
ep_00916.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,477539605,20260817,73,0
ep_00917.npz,v2.clean,train,push,B,Push the blue ball away from the robot,823293444,20260817,76,0
ep_00918.npz,v2.clean,train,push,A,Push the red cube away from the robot,1464348228,20260817,83,0
ep_00919.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1853320052,20260817,74,0
ep_00920.npz,v2.clean,test,push,A,Push the red cube away from the robot,2124061893,20260817,82,0
ep_00921.npz,v2.clean,train,push,A,Push the red cube away from the robot,943023862,20260817,74,0
ep_00922.npz,v2.clean,train,push,A,Push the red cube away from the robot,1089649469,20260817,80,0
ep_00923.npz,v2.clean,train,push,A,Push the red cube away from the robot,95150630,20260817,80,0
ep_00924.npz,v2.clean,train,push,A,Push the red cube away from the robot,251271487,20260817,79,0
